Date received,Product,Issue,Consumer complaint narrative,Company response to consumer,clean_text,text_length,word_count,record_id
06-02-2025,Credit reporting or other personal consumer reports,Incorrect information on your report,"Under 15 USC 1681i ( a ) ( 1 ) ( A ) subject to subsection ( f ) and except as provided in subsection ( g ), If the completeness or accuracy of any item of information contained in a consumer 's file at a consumer reporting agency is disputed by the consumer and the consumer notifies the agency directly or indirectly through a reseller, of such dispute, the agency shall, free of charge, conduct a reasonable reinvestigation to determine whether the disputed information is inaccurate and record the current status of the disputed information, or delete the item from the file in accordance with paragraph ( 5 ), before the end of the 30-day period beginning on the date on which the agency receives the notice of the dispute from the consumer or reseller. 
XXXX XXXX XXXX",Closed with explanation,under 15 usc 1681i   a     1     a   subject to subsection   f   and except as provided in subsection   g    if the completeness or accuracy of any item of information contained in a consumer  s file at a consumer reporting agency is disputed by the consumer and the consumer notifies the agency directly or indirectly through a reseller  of such dispute  the agency shall  free of charge  conduct a reasonable reinvestigation to determine whether the disputed information is inaccurate and record the current status of the disputed information  or delete the item from the file in accordance with paragraph   5    before the end of the 30 day period beginning on the date on which the agency receives the notice of the dispute from the consumer or reseller  xxxx xxxx xxxx,773,128,10
23-06-2021,"Credit reporting, credit repair services, or other personal consumer reports",Unable to get your credit report or credit score,"I am a tax ID holder, and I do have credit established here in the US, 1. XXXX  : I am paying for credit monitoring and I have no problem accessing my information from my computer or mobile. When accessing the 3 credit bureaus from XXXX, ( which I am paying for ), I have no access to XXXX  or Equifax. I called in XXXX  and they said I have to actually call the companies themselves and file a case which I did, I opened cases two different times with both companies, XXXX  and Equifax about 2 months ago from the 1st complaint and about one month ago for the second complaint, and they promise a response to my email which never happened. 

2.XXXX  : I used to have my credit report online updated only once every year ( I was paying XXXX every month to have my credit available anytime I needed it ), I was upset with this and called them to refund my money, which they did, but they removed my access online to the Transunion credit report. I called in about a month ago to have it back, no response. 

3. Equifax : I have online access to the free report every month, called my Equifax, but I need it available 24/7 because I'm planning to fix my credit ( I need to know what my credit report is so I can actually go ahead and pay my debts ) ; I tried to upgrade my account to the paid service, but there was an error at the end of checkout, saying ( call us to number * ) which I did call, opened cases in two times, one two months ago, and another one month ago, no response whatsoever, this is why I am writing you. 

4. XXXX XXXX : They gave me a very bad rate considering was the only company will approve me because I am a Tax ID Holder even though my credit was very good at that time. I think this is discrimination.",Closed with explanation,i am a tax id holder  and i do have credit established here in the us  1  xxxx   i am paying for credit monitoring and i have no problem accessing my information from my computer or mobile  when accessing the 3 credit bureaus from xxxx    which i am paying for    i have no access to xxxx or equifax  i called in xxxx and they said i have to actually call the companies themselves and file a case which i did  i opened cases two different times with both companies  xxxx and equifax about 2 months ago from the 1st complaint and about one month ago for the second complaint  and they promise a response to my email which never happened  2 xxxx   i used to have my credit report online updated only once every year   i was paying xxxx every month to have my credit available anytime i needed it    i was upset with this and called them to refund my money  which they did  but they removed my access online to the transunion credit report  i called in about a month ago to have it back  no response  3  equifax   i have online access to the free report every month  called my equifax  but i need it available 24 7 because i m planning to fix my credit   i need to know what my credit report is so i can actually go ahead and pay my debts     i tried to upgrade my account to the paid service  but there was an error at the end of checkout  saying   call us to number     which i did call  opened cases in two times  one two months ago  and another one month ago  no response whatsoever  this is why i am writing you  4  xxxx xxxx   they gave me a very bad rate considering was the only company will approve me because i am a tax id holder even though my credit was very good at that time  i think this is discrimination,1717,331,11
31-05-2025,Credit reporting or other personal consumer reports,Incorrect information on your report,"I kindly request the Consumer Financial Protection Bureau ( CFPB ) to assist me in the removal of unauthorized and fraudulent accounts from my credit file, which were opened without my consent. Your support in rectifying these fraudulent entries would significantly enhance the accuracy of my credit report. I appreciate your assistance and hope that, with your help, the fraudulent items will be permanently removed in the next update. Thank you for your attention to this matter. 
XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",Closed with explanation,i kindly request the consumer financial protection bureau   cfpb   to assist me in the removal of unauthorized and fraudulent accounts from my credit file  which were opened without my consent  your support in rectifying these fraudulent entries would significantly enhance the accuracy of my credit report  i appreciate your assistance and hope that  with your help  the fraudulent items will be permanently removed in the next update  thank you for your attention to this matter  xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx,631,105,12
20-09-2023,Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,"Seriously, it's been months since I investigated my credit report, and I realized that some of the information was still erroneous. The 3 credit bureaus are required to authenticate these items under Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ). ( A ). It is not acceptable to treat these reporting items as unconfirmed information without producing proof within the legal time range. Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ). ( A ), please investigate the unverifiable items and update them immediately in my report : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",Closed with non-monetary relief,seriously  it s been months since i investigated my credit report  and i realized that some of the information was still erroneous  the 3 credit bureaus are required to authenticate these items under sections 609   a     1     a   and 611   a     1      a    it is not acceptable to treat these reporting items as unconfirmed information without producing proof within the legal time range  sections 609   a     1     a   and 611   a     1      a    please investigate the unverifiable items and update them immediately in my report   xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx,704,119,13
20-01-2024,Credit reporting or other personal consumer reports,Incorrect information on your report,"On XX/XX/XXXX, I submitted a Notice of Dispute to LexisNexis ( XXXX ) and requested the removal of inaccurate Identification Records from my LexisNexis Consumer Disclosure Report. 

On XX/XX/XXXX, I submitted a Notice of LexisNexis Failure to Respond to my Notice of Dispute ( XXXX ) and demanded the removal of inaccurate Identification Records from my LexisNexis Consumer Disclosure Report. 

On XX/XX/XXXX, I submitted a SECOND Notice of LexisNexis Failure to Respond to my Notice of Dispute ( XXXX- XXXX ) and demanded the removal of inaccurate Identification Records from my LexisNexis Consumer Disclosure Report. 

On XX/XX/XXXX, I spoke with LexisNexis ' representative named XXXX who initiated another dispute regarding the inaccurate Identification Records that LexisNexis is reporting on my LexisNexis Consumer Disclosure Report. 

This is my THIRD Notice of LexisNexis failure to respond to my Notice of Dispute dated XX/XX/XXXX, within the 30-day statutory deadline as required by the Fair Credit Reporting Act ( FCRA ) 611 ( a ) ( 1 ) ( A ). 

Pursuant to FCRA 611 ( a ) ( 1 ) ( A ), the 30-day statutory deadline for LexisNexis to respond to my Notice of Dispute was XX/XX/XXXX. 

In fact, LexisNexis has refused to respond to any of my Notices of Dispute within the 30-day statutory deadline as required by the FCRA 611 ( a ) ( 1 ) ( A ). 

Therefore, per FCRA 611 ( a ) ( 5 ) ( A ) ( i ), the disputed information must be deemed UNVERIFIABLE and, therefore, I demand that the unverified Identification Records be promptly deleted from my LexisNexis Consumer Disclosure Report. 

Upon review of my LexisNexis Consumer Disclosure Report dated XX/XX/XXXX ( See attached Supporting Document # 1 ), LexisNexis is STILL reporting inaccurate information regarding my Identification Records. This inaccurate information must be immediately deleted from my LexisNexis Consumer Disclosure Report.",Closed with explanation,on xx xx xxxx  i submitted a notice of dispute to lexisnexis   xxxx   and requested the removal of inaccurate identification records from my lexisnexis consumer disclosure report  on xx xx xxxx  i submitted a notice of lexisnexis failure to respond to my notice of dispute   xxxx   and demanded the removal of inaccurate identification records from my lexisnexis consumer disclosure report  on xx xx xxxx  i submitted a second notice of lexisnexis failure to respond to my notice of dispute   xxxx  xxxx   and demanded the removal of inaccurate identification records from my lexisnexis consumer disclosure report  on xx xx xxxx  i spoke with lexisnexis   representative named xxxx who initiated another dispute regarding the inaccurate identification records that lexisnexis is reporting on my lexisnexis consumer disclosure report  this is my third notice of lexisnexis failure to respond to my notice of dispute dated xx xx xxxx  within the 30 day statutory deadline as required by the fair credit reporting act   fcra   611   a     1     a    pursuant to fcra 611   a     1     a    the 30 day statutory deadline for lexisnexis to respond to my notice of dispute was xx xx xxxx  in fact  lexisnexis has refused to respond to any of my notices of dispute within the 30 day statutory deadline as required by the fcra 611   a     1     a    therefore  per fcra 611   a     5     a     i    the disputed information must be deemed unverifiable and  therefore  i demand that the unverified identification records be promptly deleted from my lexisnexis consumer disclosure report  upon review of my lexisnexis consumer disclosure report dated xx xx xxxx   see attached supporting document   1    lexisnexis is still reporting inaccurate information regarding my identification records  this inaccurate information must be immediately deleted from my lexisnexis consumer disclosure report,1885,290,14
21-08-2024,Credit card,"Other features, terms, or problems","I called Chase Bank, i told them there is no fraud involved, they cleared, my cards, i tried to buy a gift card, i used XXXX, of my points, they froze my accounts again, we will investigate, for fraud, they said, been three days, my points, they belonged to me i earned them by buying goods. They are more important than me. And they have spread false information, i tried, to open two other credit cards, they turned me down said, there was fraud involved, ain't no fraud, just some high handed XXXX XXXX. I have XXXX, in my checking account, i have XXXX, in a savings account, it's handy, to use credit cards, but they had no right to freeze my points, that belonged to me.",Closed with explanation,i called chase bank  i told them there is no fraud involved  they cleared  my cards  i tried to buy a gift card  i used xxxx  of my points  they froze my accounts again  we will investigate  for fraud  they said  been three days  my points  they belonged to me i earned them by buying goods  they are more important than me  and they have spread false information  i tried  to open two other credit cards  they turned me down said  there was fraud involved  ain t no fraud  just some high handed xxxx xxxx  i have xxxx  in my checking account  i have xxxx  in a savings account  it s handy  to use credit cards  but they had no right to freeze my points  that belonged to me,674,129,15
07-02-2025,Credit reporting or other personal consumer reports,Incorrect information on your report,"Under 15 USC 1681i ( a ) ( 1 ) ( A ) subject to subsection ( f ) and except as provided in subsection ( g ), If the completeness or accuracy of any item of information contained in a consumer 's file at a consumer reporting agency is disputed by the consumer and the consumer notifies the agency directly or indirectly through a reseller, of such dispute, the agency shall, free of charge, conduct a reasonable reinvestigation to determine whether the disputed information is inaccurate and record the current status of the disputed information, or delete the item from the file in accordance with paragraph ( 5 ), before the end of the 30-day period beginning on the date on which the agency receives the notice of the dispute from the consumer or reseller. 

Account name : XXXX  Account number : XXXX Account name : XXXX XXXX Account number : XXXX Account name : XXXX Account number : XXXX Account name : XXXX Account number : XXXX Account name : XXXX XXXX Account number : XXXX Account name : XXXX XXXX Account number : XXXX Account name : XXXX  XXXX Account number : XXXX Account name : XXXX XXXX XXXX Account number : XXXX Account name : XXXX XXXX XXXX Account number : XXXX Account name : XXXX Account XXXX : XXXX XXXX XXXXXX/XX/2023",Closed with explanation,under 15 usc 1681i   a     1     a   subject to subsection   f   and except as provided in subsection   g    if the completeness or accuracy of any item of information contained in a consumer  s file at a consumer reporting agency is disputed by the consumer and the consumer notifies the agency directly or indirectly through a reseller  of such dispute  the agency shall  free of charge  conduct a reasonable reinvestigation to determine whether the disputed information is inaccurate and record the current status of the disputed information  or delete the item from the file in accordance with paragraph   5    before the end of the 30 day period beginning on the date on which the agency receives the notice of the dispute from the consumer or reseller  account name   xxxx account number   xxxx account name   xxxx xxxx account number   xxxx account name   xxxx account number   xxxx account name   xxxx account number   xxxx account name   xxxx xxxx account number   xxxx account name   xxxx xxxx account number   xxxx account name   xxxx xxxx account number   xxxx account name   xxxx xxxx xxxx account number   xxxx account name   xxxx xxxx xxxx account number   xxxx account name   xxxx account xxxx   xxxx xxxx xxxxxx xx 2023,1236,197,16
04-01-2025,Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,I discovered that some of the information was erroneous. The 3 credit bureaus must validate these accounts in line with Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ) ( A ). It is not authorized to fail to validate these reporting accounts as unverified information without providing any proof within the period allowed by law. The following accounts need to investigate and correct from erroneous reporting in my file are listed on my credit report : XXXX XXXX XXXX XXXX : {$6.00},Closed with non-monetary relief,i discovered that some of the information was erroneous  the 3 credit bureaus must validate these accounts in line with sections 609   a     1     a   and 611   a     1     a    it is not authorized to fail to validate these reporting accounts as unverified information without providing any proof within the period allowed by law  the following accounts need to investigate and correct from erroneous reporting in my file are listed on my credit report   xxxx xxxx xxxx xxxx     6 00,484,80,17
11-11-2025,Credit reporting or other personal consumer reports,Incorrect information on your report,"This complaint is deliberate and not made in error. I have reached out to the credit bureau several times requesting that all dispute remarks be removed and that any investigations for accounts I am no longer disputing be closed. Despite my repeated attempts, these dispute notations continue to appear on my credit report. These lingering comments are creating unnecessary setbacks, particularly as I am in the process of applying for a mortgage. The continued presence of in dispute or similar language misrepresents my actual credit standing and is interfering with my approval process.",Closed with non-monetary relief,this complaint is deliberate and not made in error  i have reached out to the credit bureau several times requesting that all dispute remarks be removed and that any investigations for accounts i am no longer disputing be closed  despite my repeated attempts  these dispute notations continue to appear on my credit report  these lingering comments are creating unnecessary setbacks  particularly as i am in the process of applying for a mortgage  the continued presence of in dispute or similar language misrepresents my actual credit standing and is interfering with my approval process,588,93,18
28-05-2025,Credit reporting or other personal consumer reports,Incorrect information on your report,"Equifax is in direct violation of multiple sections of the Fair Credit Reporting Act ( FCRA ). I have requested my full consumer file twiceonce by phone on XXXX XXXX, 2025, and again by certified mail on XXXX XXXX, 2025. Despite these valid and documented requests, Equifax failed to provide the legally required full consumer file under FCRA 609, sending only a standard credit disclosure without my archived data, dispute logs, or investigation records.

Additionally, Equifax continues to report duplicate XXXX XXXX charge-off accounts on my credit file, violating FCRA 607 ( b ), which requires credit reporting agencies to maintain maximum accuracy. I have submitted disputes regarding these accounts, yet Equifax has refused to remove the duplicates or verify their legitimacy.

Equifax is also reporting a XXXX XXXX XXXX  account as a charge-off in XXXX  2025, after it was paid in full on XXXX XXXX, 2025. This is false reporting and constitutes a violation of FCRA 611, as Equifax has failed to properly investigate and correct inaccurate information following my dispute.

To make matters worse, Equifax received my Final Notice Before Lawsuit letter by certified mail ( proof of receipt dated XXXX XXXX, 2025 ) and failed to respond within the 10-business-day deadline. This demonstrates bad faith and procedural obstruction of my rights under the FCRA.

I am seeking the following resolution : Full deletion of all duplicate and inaccurate accounts Immediate delivery of my full consumer file as defined by FCRA 609 Written verification of all disputed accounts or immediate removal A formal acknowledgment of FCRA violations and correction timeline Financial compensation for documented damages as I prepare to escalate this matter to federal court I am attaching all supporting evidence, including certified mail receipts, disputed credit entries, and Equifaxs failure to comply.",Closed with explanation,equifax is in direct violation of multiple sections of the fair credit reporting act   fcra    i have requested my full consumer file twiceonce by phone on xxxx xxxx  2025  and again by certified mail on xxxx xxxx  2025  despite these valid and documented requests  equifax failed to provide the legally required full consumer file under fcra 609  sending only a standard credit disclosure without my archived data  dispute logs  or investigation records  additionally  equifax continues to report duplicate xxxx xxxx charge off accounts on my credit file  violating fcra 607   b    which requires credit reporting agencies to maintain maximum accuracy  i have submitted disputes regarding these accounts  yet equifax has refused to remove the duplicates or verify their legitimacy  equifax is also reporting a xxxx xxxx xxxx account as a charge off in xxxx 2025  after it was paid in full on xxxx xxxx  2025  this is false reporting and constitutes a violation of fcra 611  as equifax has failed to properly investigate and correct inaccurate information following my dispute  to make matters worse  equifax received my final notice before lawsuit letter by certified mail   proof of receipt dated xxxx xxxx  2025   and failed to respond within the 10 business day deadline  this demonstrates bad faith and procedural obstruction of my rights under the fcra  i am seeking the following resolution   full deletion of all duplicate and inaccurate accounts immediate delivery of my full consumer file as defined by fcra 609 written verification of all disputed accounts or immediate removal a formal acknowledgment of fcra violations and correction timeline financial compensation for documented damages as i prepare to escalate this matter to federal court i am attaching all supporting evidence  including certified mail receipts  disputed credit entries  and equifaxs failure to comply,1886,292,19
01-02-2021,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,"on XXXX I sent in a letter to validate accounts on my credit report, they did not resond. I sent in a failure to respond letter on XXXX it's now past 45 days and by law it must be removed!",Closed with explanation,on xxxx i sent in a letter to validate accounts on my credit report  they did not resond  i sent in a failure to respond letter on xxxx it s now past 45 days and by law it must be removed,187,41,20
23-09-2022,Credit card or prepaid card,Closing your account,"Hello, I had a Synchrony Lowe 's card and was a reliable customer making payments each month. This abruptly ended on XX/XX/22 when I was informed via a letter that my account was being closed, on XX/XX/22. To my dismay, I found out that Synchrony was erroneously trying to process payments from a debit card that was closed due to fraud. I had closed this account that month and had set up payment options with a new card, but still, Synchrony tried to pull multiple payments. This has put me in bad standing with Synchrony and inhibited my ability to get financing for a new mattress. 

I have called Synchrony 3 or more times to get this fixed. The first time I called I asked to file a complaint with the Credit Bureau, but no follow-up occurred. The second time I called I was asked to get a letter from my bank noting my debit account was closed due to fraud and mail it to Synchrony and my account could be restored. This again, turned out to be poor advice as I merely received a letter from Synchrony noting the account had ( obviously ) been closed. This spurred my third call where I was told there was simply nothing that could be done by Synchrony and that the black mark would remain. 

Synchrony needs to be held accountable for these practices. They should notify folks of issues like this and put forth some type of effort to remediate the situation for their customers. I was told they do notify folks, but I never spoke to anyone or had written correspondence of this. I have spent much more time on this than I would have liked due to a companies bad policies. They are a bad actor and need to be held responsible.",Closed with explanation,hello  i had a synchrony lowe  s card and was a reliable customer making payments each month  this abruptly ended on xx xx 22 when i was informed via a letter that my account was being closed  on xx xx 22  to my dismay  i found out that synchrony was erroneously trying to process payments from a debit card that was closed due to fraud  i had closed this account that month and had set up payment options with a new card  but still  synchrony tried to pull multiple payments  this has put me in bad standing with synchrony and inhibited my ability to get financing for a new mattress  i have called synchrony 3 or more times to get this fixed  the first time i called i asked to file a complaint with the credit bureau  but no follow up occurred  the second time i called i was asked to get a letter from my bank noting my debit account was closed due to fraud and mail it to synchrony and my account could be restored  this again  turned out to be poor advice as i merely received a letter from synchrony noting the account had   obviously   been closed  this spurred my third call where i was told there was simply nothing that could be done by synchrony and that the black mark would remain  synchrony needs to be held accountable for these practices  they should notify folks of issues like this and put forth some type of effort to remediate the situation for their customers  i was told they do notify folks  but i never spoke to anyone or had written correspondence of this  i have spent much more time on this than i would have liked due to a companies bad policies  they are a bad actor and need to be held responsible,1628,306,21
12-10-2022,Checking or savings account,Opening an account,I have received 3 cashapp debit cards for accounts I did not create. When I try to speak to a supervisor for help employees refuse.,Closed with explanation,i have received 3 cashapp debit cards for accounts i did not create  when i try to speak to a supervisor for help employees refuse,130,25,22
06-09-2021,Mortgage,Struggling to pay mortgage,"Currently, Mr. Cooper has our home up for sale on XX/XX/2021, even after we sent them a complete/full modification package. They did not send me any proposal mortgage modification packages.",Closed with explanation,currently  mr  cooper has our home up for sale on xx xx 2021  even after we sent them a complete full modification package  they did not send me any proposal mortgage modification packages,188,33,23
17-12-2020,Debt collection,Written notification about debt,"Consumer Loan ending in XXXX On XX/XX/2020, I received a letter and a fraudulent contract that infringed upon my rights as a consumer. On or about I mailed USAA a Debt Validation Letter and Cease and Desist Letter by certified mail dated XXXX XX/XX/2020 and they were in receipt XXXX XX/XX/2020. In return, they sent me the fraudulent contract as an answer to my request. I sent a notarized Affidavit of Truth outlining their violations, another cease and desist detailing my remedy, copies of my exhibits, and an invoice for my violations. Please see attached.",Closed with explanation,consumer loan ending in xxxx on xx xx 2020  i received a letter and a fraudulent contract that infringed upon my rights as a consumer  on or about i mailed usaa a debt validation letter and cease and desist letter by certified mail dated xxxx xx xx 2020 and they were in receipt xxxx xx xx 2020  in return  they sent me the fraudulent contract as an answer to my request  i sent a notarized affidavit of truth outlining their violations  another cease and desist detailing my remedy  copies of my exhibits  and an invoice for my violations  please see attached,560,101,24
